PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
19880750,dynamic bookmarking of primary response genes by p300 and rna polymerase ii complexes,"Byun JS, Wong MM, Cui W, Idelman G, Li Q, De Siervi A, Bilke S, Haggerty CM, Player A, Wang YH, Thirman MJ, Kaberlein JJ, Petrovas C, Koup RA, Longo D, Ozato K, Gardner K.",Proc Natl Acad Sci U S A. 2009 Nov 17;106(46):19286-91. doi: 10.1073/pnas.0905469106. Epub 2009 Oct 30.,Byun JS,Proc Natl Acad Sci U S A,2009,2009/11/03,PMC2780808,,10.1073/pnas.0905469106,0
33386635,early hbv rna kinetics under na treatment may reveal new insights into hbv rna dynamics and na mode of action-more detailed kinetic studies are needed,"Dahari H, Shlomai A, Cotler SJ.",J Viral Hepat. 2021 Apr;28(4):687-688. doi: 10.1111/jvh.13463. Epub 2021 Jan 15.,Dahari H,J Viral Hepat,2021,2021/01/02,PMC7946716,NIHMS1660558,10.1111/jvh.13463,0
33167354,capturing and understanding the dynamics and heterogeneity of gene expression in the living cell,"Pascual-Ahuir A, Fita-Torró J, Proft M.",Int J Mol Sci. 2020 Nov 5;21(21):8278. doi: 10.3390/ijms21218278.,Pascual-Ahuir A,Int J Mol Sci,2020,2020/11/10,PMC7663833,,10.3390/ijms21218278,0
28355056,deconvolution of gene expression noise into spatial dynamics of transcription factor-promoter interplay,"Goñi-Moreno Á, Benedetti I, Kim J, de Lorenzo V.",ACS Synth Biol. 2017 Jul 21;6(7):1359-1369. doi: 10.1021/acssynbio.6b00397. Epub 2017 Apr 17.,Goñi-Moreno Á,ACS Synth Biol,2017,2017/03/30,,,10.1021/acssynbio.6b00397,0
27611230,chromatin architecture: a new dimension in the dynamic control of gene expression,"Ramirez-Prado JS, Rodriguez-Granados NY, Ariel F, Raynaud C, Benhamed M.",Plant Signal Behav. 2016 Oct 2;11(10):e1232224. doi: 10.1080/15592324.2016.1232224.,Ramirez-Prado JS,Plant Signal Behav,2016,2016/09/10,PMC5117090,,10.1080/15592324.2016.1232224,0
28357211,the dual role of cyclin c connects stress regulated gene expression to mitochondrial dynamics,"Strich R, Cooper KF.",Microb Cell. 2014 Sep 14;1(10):318-324. doi: 10.15698/mic2014.10.169.,Strich R,Microb Cell,2014,2017/03/31,PMC5349174,,10.15698/mic2014.10.169,0
23333947,quantitative dynamics and increased variability of segmentation gene expression in the drosophila krüppel and knirps mutants,"Surkova S, Golubkova E, Manu, Panok L, Mamon L, Reinitz J, Samsonova M.",Dev Biol. 2013 Apr 1;376(1):99-112. doi: 10.1016/j.ydbio.2013.01.008. Epub 2013 Jan 17.,Surkova S,Dev Biol,2013,2013/01/22,,,10.1016/j.ydbio.2013.01.008,0
21601089,using noisy gene expression mediated by engineered adenovirus to probe signaling dynamics in mammalian cells,"Wong JV, Yao G, Nevins JR, You L.",Methods Enzymol. 2011;497:221-37. doi: 10.1016/B978-0-12-385075-1.00010-X.,Wong JV,Methods Enzymol,2011,2011/05/24,,,10.1016/B978-0-12-385075-1.00010-X,0
18442480,"nuclear functions in space and time: gene expression in a dynamic, constrained environment","Trinkle-Mulcahy L, Lamond AI.",FEBS Lett. 2008 Jun 18;582(14):1960-70. doi: 10.1016/j.febslet.2008.04.029. Epub 2008 Apr 28.,Trinkle-Mulcahy L,FEBS Lett,2008,2008/04/30,,,10.1016/j.febslet.2008.04.029,0
17028959,the dynamic gene expression from different genetic systems for protein and lysine contents of indica rice,"Shi CH, Ge GK, Wu JG, Ye J, Wu P.",Genetica. 2006 Sep-Nov;128(1-3):297-306. doi: 10.1007/s10709-006-6276-0.,Shi CH,Genetica,2006,2006/10/10,,,10.1007/s10709-006-6276-0,0
30867194,the hepatitis c virus rna-dependent rna polymerase directs incoming nucleotides to its active site through magnesium-dependent dynamics within its f motif,"Ben Ouirane K, Boulard Y, Bressanelli S.",J Biol Chem. 2019 May 10;294(19):7573-7587. doi: 10.1074/jbc.RA118.005209. Epub 2019 Mar 13.,Ben Ouirane K,J Biol Chem,2019,2019/03/15,PMC6514640,,10.1074/jbc.RA118.005209,0
32185610,placental gene expression and offspring temperament trajectories: predicting negative affect in early childhood,"Finik J, Buthmann J, Zhang W, Go K, Nomura Y.",J Abnorm Child Psychol. 2020 Jun;48(6):783-795. doi: 10.1007/s10802-020-00632-9.,Finik J,J Abnorm Child Psychol,2020,2020/03/19,PMC7242121,NIHMS1577472,10.1007/s10802-020-00632-9,0
31655948,"dynamic gene expression changes in response to micronutrient, macronutrient, and multiple stress exposures in soybean","O'Rourke JA, McCabe CE, Graham MA.",Funct Integr Genomics. 2020 May;20(3):321-341. doi: 10.1007/s10142-019-00709-9. Epub 2019 Oct 26.,O'Rourke JA,Funct Integr Genomics,2020,2019/10/28,PMC7152590,,10.1007/s10142-019-00709-9,0
21936920,"characterization of transcriptome dynamics during watermelon fruit development: sequencing, assembly, annotation and gene expression profiles","Guo S, Liu J, Zheng Y, Huang M, Zhang H, Gong G, He H, Ren Y, Zhong S, Fei Z, Xu Y.",BMC Genomics. 2011 Sep 21;12:454. doi: 10.1186/1471-2164-12-454.,Guo S,BMC Genomics,2011,2011/09/23,PMC3197533,,10.1186/1471-2164-12-454,0
18000951,promiscuous gene expression and the developmental dynamics of medullary thymic epithelial cells,"Gäbler J, Arnold J, Kyewski B.",Eur J Immunol. 2007 Dec;37(12):3363-72. doi: 10.1002/eji.200737131.,Gäbler J,Eur J Immunol,2007,2007/11/15,,,10.1002/eji.200737131,0
34347449,synthetic cellobiose-inducible regulatory systems allow tight and dynamic controls of gene expression in streptomyces,"Wang X, Fu Y, Wang M, Niu G.",ACS Synth Biol. 2021 Aug 20;10(8):1956-1965. doi: 10.1021/acssynbio.1c00152. Epub 2021 Aug 4.,Wang X,ACS Synth Biol,2021,2021/08/04,,,10.1021/acssynbio.1c00152,0
32339167,dynamic mirna-mrna interactions coordinate gene expression in adult anopheles gambiae,"Fu X, Liu P, Dimopoulos G, Zhu J.",PLoS Genet. 2020 Apr 27;16(4):e1008765. doi: 10.1371/journal.pgen.1008765. eCollection 2020 Apr.,Fu X,PLoS Genet,2020,2020/04/28,PMC7205314,,10.1371/journal.pgen.1008765,0
27447896,the small membrane protein mgrb regulates phoq bifunctionality to control phop target gene expression dynamics,"Salazar ME, Podgornaia AI, Laub MT.",Mol Microbiol. 2016 Nov;102(3):430-445. doi: 10.1111/mmi.13471. Epub 2016 Aug 25.,Salazar ME,Mol Microbiol,2016,2016/07/23,,,10.1111/mmi.13471,0
26986364,gene expression dynamics with stochastic bursts: construction and exact results for a coarse-grained model,"Lin YT, Doering CR.",Phys Rev E. 2016 Feb;93(2):022409. doi: 10.1103/PhysRevE.93.022409. Epub 2016 Feb 18.,Lin YT,Phys Rev E,2016,2016/03/18,,,10.1103/PhysRevE.93.022409,0
23633570,"juvenile hormone and its receptor, methoprene-tolerant, control the dynamics of mosquito gene expression","Zou Z, Saha TT, Roy S, Shin SW, Backman TW, Girke T, White KP, Raikhel AS.",Proc Natl Acad Sci U S A. 2013 Jun 11;110(24):E2173-81. doi: 10.1073/pnas.1305293110. Epub 2013 Apr 30.,Zou Z,Proc Natl Acad Sci U S A,2013,2013/05/02,PMC3683779,,10.1073/pnas.1305293110,0
15840003,dynamic changes in developmental gene expression in the basal chordate ciona intestinalis,"Kawashima T, Satou Y, Murakami SD, Satoh N.",Dev Growth Differ. 2005 Apr;47(3):187-99. doi: 10.1111/j.1440-169X.2005.00794.x.,Kawashima T,Dev Growth Differ,2005,2005/04/21,,,10.1111/j.1440-169X.2005.00794.x,0
34850061,"structure, dynamics, and function of srnr, a transcription factor for nickel-dependent gene expression","Mazzei L, Musiani F, Żerko S, Koźminski W, Cianci M, Beniamino Y, Ciurli S, Zambelli B.",Metallomics. 2021 Dec 20;13(12):mfab069. doi: 10.1093/mtomcs/mfab069.,Mazzei L,Metallomics,2021,2021/12/01,,,10.1093/mtomcs/mfab069,0
31168616,a dynamic programing approach to integrate gene expression data and network information for pathway model generation,"Jiang Y, Liang Y, Wang D, Xu D, Joshi T.",Bioinformatics. 2020 Jan 1;36(1):169-176. doi: 10.1093/bioinformatics/btz467.,Jiang Y,Bioinformatics,2020,2019/06/07,,,10.1093/bioinformatics/btz467,0
30979870,dynamic control of enhancer activity drives stage-specific gene expression during flower morphogenesis,"Yan W, Chen D, Schumacher J, Durantini D, Engelhorn J, Chen M, Carles CC, Kaufmann K.",Nat Commun. 2019 Apr 12;10(1):1705. doi: 10.1038/s41467-019-09513-2.,Yan W,Nat Commun,2019,2019/04/14,PMC6461659,,10.1038/s41467-019-09513-2,0
30525044,single cell gene expression to understand the dynamic architecture of the heart,"Massaia A, Chaves P, Samari S, Miragaia RJ, Meyer K, Teichmann SA, Noseda M.",Front Cardiovasc Med. 2018 Nov 21;5:167. doi: 10.3389/fcvm.2018.00167. eCollection 2018.,Massaia A,Front Cardiovasc Med,2018,2018/12/08,PMC6258739,,10.3389/fcvm.2018.00167,0
29510661,jak/stat3 regulated global gene expression dynamics during late-stage reprogramming process,"Wang L, Jiang Z, Huang D, Duan J, Huang C, Sullivan S, Vali K, Yin Y, Zhang M, Wegrzyn J, Tian XC, Tang Y.",BMC Genomics. 2018 Mar 6;19(1):183. doi: 10.1186/s12864-018-4507-2.,Wang L,BMC Genomics,2018,2018/03/08,PMC5840728,,10.1186/s12864-018-4507-2,0
25724320,"a framework for analyzing the relationship between gene expression and morphological, topological, and dynamical patterns in neuronal networks","de Arruda HF, Comin CH, Miazaki M, Viana MP, Costa Lda F.",J Neurosci Methods. 2015 Apr 30;245:1-14. doi: 10.1016/j.jneumeth.2015.02.019. Epub 2015 Feb 25.,de Arruda HF,J Neurosci Methods,2015,2015/03/01,,,10.1016/j.jneumeth.2015.02.019,0
24608180,dynamic characterization of growth and gene expression using high-throughput automated flow cytometry,"Zuleta IA, Aranda-Díaz A, Li H, El-Samad H.",Nat Methods. 2014 Apr;11(4):443-8. doi: 10.1038/nmeth.2879. Epub 2014 Mar 9.,Zuleta IA,Nat Methods,2014,2014/03/11,PMC4016179,NIHMS566356,10.1038/nmeth.2879,0
23508109,the glucocorticoid receptor and klf15 regulate gene expression dynamics and integrate signals through feed-forward circuitry,"Sasse SK, Mailloux CM, Barczak AJ, Wang Q, Altonsy MO, Jain MK, Haldar SM, Gerber AN.",Mol Cell Biol. 2013 Jun;33(11):2104-15. doi: 10.1128/MCB.01474-12. Epub 2013 Mar 18.,Sasse SK,Mol Cell Biol,2013,2013/03/20,PMC3648070,,10.1128/MCB.01474-12,0
15498593,demsim: a discrete event based mechanistic simulation platform for gene expression and regulation dynamics,"Dasika MS, Gupta A, Maranas CD.",J Theor Biol. 2005 Jan 7;232(1):55-69. doi: 10.1016/j.jtbi.2004.07.020.,Dasika MS,J Theor Biol,2005,2004/10/23,,,10.1016/j.jtbi.2004.07.020,0
30355760,longitudinal clinical performance of the rna-based aptima human papillomavirus (ahpv) assay in comparison to the dna-based hybrid capture 2 hpv test in two consecutive screening rounds with a 6-year interval in germany,"Iftner T, Neis KJ, Castanon A, Landy R, Holz B, Woll-Herrmann A, Iftner A, Staebler A, Wallwiener D, Hann von Weyhern C, Neis F, Haedicke-Jarboui J, Martus P, Brucker S, Henes M, Sasieni P.",J Clin Microbiol. 2019 Jan 2;57(1):e01177-18. doi: 10.1128/JCM.01177-18. Print 2019 Jan.,Iftner T,J Clin Microbiol,2019,2018/10/26,PMC6322477,,10.1128/JCM.01177-18,0
32650099,longitudinal blood transcriptomic analysis to identify molecular regulatory patterns of bovine respiratory disease in beef cattle,"Sun HZ, Srithayakumar V, Jiminez J, Jin W, Hosseini A, Raszek M, Orsel K, Guan LL, Plastow G.",Genomics. 2020 Nov;112(6):3968-3977. doi: 10.1016/j.ygeno.2020.07.014. Epub 2020 Jul 8.,Sun HZ,Genomics,2020,2020/07/11,,,10.1016/j.ygeno.2020.07.014,0
25442016,"temporal analysis of prostaglandin f2α receptor, caspase 3, and cyclooxygenase 2 messenger rna expression and prostaglandin f2α receptor and cyclooxygenase 2 protein expression in endometrial tissue from multiparous nelore (bos taurus indicus) cows treated with cloprostenol sodium during puerperium","de Moraes CN, Maia L, de Lima PF, Dias MC, Raposo-Ferreira TM, Sudano MJ, Junior JB, Oba E.",Theriogenology. 2015 Jan 15;83(2):276-84. doi: 10.1016/j.theriogenology.2014.09.022. Epub 2014 Sep 23.,de Moraes CN,Theriogenology,2015,2014/12/03,,,10.1016/j.theriogenology.2014.09.022,0
33330934,multiple competing rna structures dynamically control alternative splicing in the human ate1 gene,"Kalinina M, Skvortsov D, Kalmykova S, Ivanov T, Dontsova O, Pervouchine DD.",Nucleic Acids Res. 2021 Jan 11;49(1):479-490. doi: 10.1093/nar/gkaa1208.,Kalinina M,Nucleic Acids Res,2021,2020/12/17,PMC7797038,,10.1093/nar/gkaa1208,0
31881355,"more dynamic, more quantitative, unexpectedly intricate: advanced understanding on synaptic rna localization in learning and memory","Roy R, Shiina N, Wang DO.",Neurobiol Learn Mem. 2020 Feb;168:107149. doi: 10.1016/j.nlm.2019.107149. Epub 2019 Dec 24.,Roy R,Neurobiol Learn Mem,2020,2019/12/28,,,10.1016/j.nlm.2019.107149,0
30880083,understanding the mechanistic basis of non-coding rna through molecular dynamics simulations,"Palermo G, Casalino L, Magistrato A, Andrew McCammon J.",J Struct Biol. 2019 Jun 1;206(3):267-279. doi: 10.1016/j.jsb.2019.03.004. Epub 2019 Mar 15.,Palermo G,J Struct Biol,2019,2019/03/19,PMC6637970,NIHMS1040308,10.1016/j.jsb.2019.03.004,0
29730250,efficient computation of co-transcriptional rna-ligand interaction dynamics,"Wolfinger MT, Flamm C, Hofacker IL.",Methods. 2018 Jul 1;143:70-76. doi: 10.1016/j.ymeth.2018.04.036. Epub 2018 May 4.,Wolfinger MT,Methods,2018,2018/05/07,,,10.1016/j.ymeth.2018.04.036,0
27385015,"imp2 axonal localization, rna interactome, and function in the development of axon trajectories","Preitner N, Quan J, Li X, Nielsen FC, Flanagan JG.",Development. 2016 Aug 1;143(15):2753-9. doi: 10.1242/dev.128348. Epub 2016 Jul 6.,Preitner N,Development,2016,2016/07/08,PMC5004904,,10.1242/dev.128348,0
24465751,complex intra-operonic dynamics mediated by a small rna in streptomyces coelicolor,"Hindra, Moody MJ, Jones SE, Elliot MA.",PLoS One. 2014 Jan 20;9(1):e85856. doi: 10.1371/journal.pone.0085856. eCollection 2014.,Hindra,PLoS One,2014,2014/01/28,PMC3896431,,10.1371/journal.pone.0085856,0
24453949,multidimensional replica exchange molecular dynamics yields a converged ensemble of an rna tetranucleotide,"Bergonzo C, Henriksen NM, Roe DR, Swails JM, Roitberg AE, Cheatham TE 3rd.",J Chem Theory Comput. 2014 Jan 14;10(1):492-499. doi: 10.1021/ct400862k. Epub 2013 Nov 15.,Bergonzo C,J Chem Theory Comput,2014,2014/01/24,PMC3893832,,10.1021/ct400862k,0
24010668,a novel implicit solvent model for simulating the molecular dynamics of rna,"Liu Y, Haddadian E, Sosnick TR, Freed KF, Gong H.",Biophys J. 2013 Sep 3;105(5):1248-57. doi: 10.1016/j.bpj.2013.07.033.,Liu Y,Biophys J,2013,2013/09/10,PMC3762369,,10.1016/j.bpj.2013.07.033,0
22529358,live imaging of nascent rna dynamics reveals distinct types of transcriptional pulse regulation,"Muramoto T, Cannon D, Gierlinski M, Corrigan A, Barton GJ, Chubb JR.",Proc Natl Acad Sci U S A. 2012 May 8;109(19):7350-5. doi: 10.1073/pnas.1117603109. Epub 2012 Apr 23.,Muramoto T,Proc Natl Acad Sci U S A,2012,2012/04/25,PMC3358836,,10.1073/pnas.1117603109,0
19994901,intermediate rate atomic trajectories of rna by solid-state nmr spectroscopy,"Olsen GL, Bardaro MF Jr, Echodu DC, Drobny GP, Varani G.",J Am Chem Soc. 2010 Jan 13;132(1):303-8. doi: 10.1021/ja907515s.,Olsen GL,J Am Chem Soc,2010,2009/12/10,PMC2864776,NIHMS164060,10.1021/ja907515s,0
18845542,localized rho gtpase activation regulates rna dynamics and compartmentalization in tumor cell protrusions,"Stuart HC, Jia Z, Messenberg A, Joshi B, Underhill TM, Moukhles H, Nabi IR.",J Biol Chem. 2008 Dec 12;283(50):34785-95. doi: 10.1074/jbc.M804014200. Epub 2008 Oct 9.,Stuart HC,J Biol Chem,2008,2008/10/11,PMC3259890,,10.1074/jbc.M804014200,0
18706115,dynamic rna profiling in plasmodium falciparum synchronized blood stages exposed to lethal doses of artesunate,"Natalang O, Bischoff E, Deplaine G, Proux C, Dillies MA, Sismeiro O, Guigon G, Bonnefoy S, Patarapotikul J, Mercereau-Puijalon O, Coppée JY, David PH.",BMC Genomics. 2008 Aug 18;9:388. doi: 10.1186/1471-2164-9-388.,Natalang O,BMC Genomics,2008,2008/08/19,PMC2536677,,10.1186/1471-2164-9-388,0
18456842,ab initio rna folding by discrete molecular dynamics: from structure prediction to folding mechanisms,"Ding F, Sharma S, Chalasani P, Demidov VV, Broude NE, Dokholyan NV.",RNA. 2008 Jun;14(6):1164-73. doi: 10.1261/rna.894608. Epub 2008 May 2.,Ding F,RNA,2008,2008/05/06,PMC2390798,,10.1261/rna.894608,0
30284504,structural insight into antisense gapmer-rna oligomer duplexes through molecular dynamics simulations,"Uppuladinne MVN, Sonavane UB, Deka RC, Joshi RR.",J Biomol Struct Dyn. 2019 Jul;37(11):2823-2836. doi: 10.1080/07391102.2018.1498390. Epub 2018 Nov 1.,Uppuladinne MVN,J Biomol Struct Dyn,2019,2018/10/05,,,10.1080/07391102.2018.1498390,0
34577051,isotope-labeled rna building blocks for nmr structure and dynamics studies,"Olenginski LT, Taiwo KM, LeBlanc RM, Dayie TK.",Molecules. 2021 Sep 14;26(18):5581. doi: 10.3390/molecules26185581.,Olenginski LT,Molecules,2021,2021/09/28,PMC8466439,,10.3390/molecules26185581,0
30862893,unraveling rna dynamical behavior of tpp riboswitches: a comparison between escherichia coli and arabidopsis thaliana,"Antunes D, Jorge NAN, Garcia de Souza Costa M, Passetti F, Caffarena ER.",Sci Rep. 2019 Mar 12;9(1):4197. doi: 10.1038/s41598-019-40875-1.,Antunes D,Sci Rep,2019,2019/03/14,PMC6414600,,10.1038/s41598-019-40875-1,0
30190591,small noncoding rna profiles along alternative developmental trajectories in an annual killifish,"Romney ALT, Podrabsky JE.",Sci Rep. 2018 Sep 6;8(1):13364. doi: 10.1038/s41598-018-31466-7.,Romney ALT,Sci Rep,2018,2018/09/08,PMC6127099,,10.1038/s41598-018-31466-7,0
28425641,molecular dynamics simulations of early steps in rna-mediated conversion of prions,"Alred EJ, Nguyen M, Martin M, Hansmann UHE.",Protein Sci. 2017 Aug;26(8):1524-1534. doi: 10.1002/pro.3178. Epub 2017 Apr 30.,Alred EJ,Protein Sci,2017,2017/04/21,PMC5521516,,10.1002/pro.3178,0
26818268,dynamic and selective herv rna expression in neuroblastoma cells subjected to variation in oxygen tension and demethylation,"Hu L, Uzhameckis D, Hedborg F, Blomberg J.",APMIS. 2016 Jan-Feb;124(1-2):140-9. doi: 10.1111/apm.12494.,Hu L,APMIS,2016,2016/01/29,,,10.1111/apm.12494,0
23550750,a simple model explains the dynamics of preferential host switching among mammal rna viruses,"Cuthill JH, Charleston MA.",Evolution. 2013 Apr;67(4):980-90. doi: 10.1111/evo.12064. Epub 2013 Feb 19.,Cuthill JH,Evolution,2013,2013/04/05,PMC7202234,,10.1111/evo.12064,0
23127753,genetic encoding of fluorescent rna ensures a bright future for visualizing nucleic acid dynamics,Dictenberg J.,Trends Biotechnol. 2012 Dec;30(12):621-6. doi: 10.1016/j.tibtech.2012.09.004. Epub 2012 Nov 2.,Dictenberg J,Trends Biotechnol,2012,2012/11/07,,,10.1016/j.tibtech.2012.09.004,0
20643950,"rediscovery of the nucleolinus, a dynamic rna-rich organelle associated with the nucleolus, spindle, and centrosomes","Alliegro MA, Henry JJ, Alliegro MC.",Proc Natl Acad Sci U S A. 2010 Aug 3;107(31):13718-23. doi: 10.1073/pnas.1008469107. Epub 2010 Jul 19.,Alliegro MA,Proc Natl Acad Sci U S A,2010,2010/07/21,PMC2922224,,10.1073/pnas.1008469107,0
19776156,domain-elongation nmr spectroscopy yields new insights into rna dynamics and adaptive recognition,"Zhang Q, Al-Hashimi HM.",RNA. 2009 Nov;15(11):1941-8. doi: 10.1261/rna.1806909. Epub 2009 Sep 23.,Zhang Q,RNA,2009,2009/09/25,PMC2764479,,10.1261/rna.1806909,0
17189340,dynamics of a mobile rna of potato involved in a long-distance signaling pathway,"Banerjee AK, Chatterjee M, Yu Y, Suh SG, Miller WA, Hannapel DJ.",Plant Cell. 2006 Dec;18(12):3443-57. doi: 10.1105/tpc.106.042473. Epub 2006 Dec 22.,Banerjee AK,Plant Cell,2006,2006/12/26,PMC1785412,,10.1105/tpc.106.042473,0
16756314,kinetics of rna refolding in dynamic equilibrium by 1h-detected 15n exchange nmr spectroscopy,"Wenter P, Bodenhausen G, Dittmer J, Pitsch S.",J Am Chem Soc. 2006 Jun 14;128(23):7579-87. doi: 10.1021/ja060344a.,Wenter P,J Am Chem Soc,2006,2006/06/08,,,10.1021/ja060344a,0
30642763,the rna-binding protein pum2 impairs mitochondrial dynamics and mitophagy during aging,"D'Amico D, Mottis A, Potenza F, Sorrentino V, Li H, Romani M, Lemos V, Schoonjans K, Zamboni N, Knott G, Schneider BL, Auwerx J.",Mol Cell. 2019 Feb 21;73(4):775-787.e10. doi: 10.1016/j.molcel.2018.11.034. Epub 2019 Jan 11.,D'Amico D,Mol Cell,2019,2019/01/16,PMC6396316,NIHMS1518302,10.1016/j.molcel.2018.11.034,0
29453903,tracking the dynamic folding and unfolding of rna g-quadruplexes in live cells,"Chen XC, Chen SB, Dai J, Yuan JH, Ou TM, Huang ZS, Tan JH.",Angew Chem Int Ed Engl. 2018 Apr 16;57(17):4702-4706. doi: 10.1002/anie.201801999. Epub 2018 Mar 13.,Chen XC,Angew Chem Int Ed Engl,2018,2018/02/18,,,10.1002/anie.201801999,0
29351994,full molecular trajectories of rna polymerase at single base-pair resolution,"Righini M, Lee A, Cañari-Chumpitaz C, Lionberger T, Gabizon R, Coello Y, Tinoco I Jr, Bustamante C.",Proc Natl Acad Sci U S A. 2018 Feb 6;115(6):1286-1291. doi: 10.1073/pnas.1719906115. Epub 2018 Jan 19.,Righini M,Proc Natl Acad Sci U S A,2018,2018/01/21,PMC5819452,,10.1073/pnas.1719906115,0
24013207,telomeric rna-dna hybrids affect telomere-length dynamics and senescence,"Balk B, Maicher A, Dees M, Klermund J, Luke-Glaser S, Bender K, Luke B.",Nat Struct Mol Biol. 2013 Oct;20(10):1199-205. doi: 10.1038/nsmb.2662. Epub 2013 Sep 8.,Balk B,Nat Struct Mol Biol,2013,2013/09/10,,,10.1038/nsmb.2662,0
22385854,the ionic atmosphere around a-rna: poisson-boltzmann and molecular dynamics simulations,"Kirmizialtin S, Silalahi AR, Elber R, Fenley MO.",Biophys J. 2012 Feb 22;102(4):829-38. doi: 10.1016/j.bpj.2011.12.055. Epub 2012 Feb 21.,Kirmizialtin S,Biophys J,2012,2012/03/06,PMC3283773,,10.1016/j.bpj.2011.12.055,0
21515574,dynamics of a plant rna virus intracellular accumulation: stamping machine vs. geometric replication,"Martínez F, Sardanyés J, Elena SF, Daròs JA.",Genetics. 2011 Jul;188(3):637-46. doi: 10.1534/genetics.111.129114. Epub 2011 Apr 21.,Martínez F,Genetics,2011,2011/04/26,PMC3176528,,10.1534/genetics.111.129114,0
19741282,molecular dynamics study of the rna ring nanostructure: a phenomenon of self-stabilization,"Paliy M, Melnik R, Shapiro BA.",Phys Biol. 2009 Sep 10;6(4):046003. doi: 10.1088/1478-3975/6/4/046003.,Paliy M,Phys Biol,2009,2009/09/11,PMC2790865,NIHMS161468,10.1088/1478-3975/6/4/046003,0
18056080,measuring the dynamic surface accessibility of rna with the small paramagnetic molecule tempol,"Venditti V, Niccolai N, Butcher SE.",Nucleic Acids Res. 2008 Mar;36(4):e20. doi: 10.1093/nar/gkm1062. Epub 2007 Dec 1.,Venditti V,Nucleic Acids Res,2008,2007/12/07,PMC2275091,,10.1093/nar/gkm1062,0
16520899,dynamics of intramolecular recognition: base-pairing in dna/rna near and far from equilibrium,"Bundschuh R, Gerland U.",Eur Phys J E Soft Matter. 2006 Mar;19(3):319-29. doi: 10.1140/epje/i2005-10061-3. Epub 2006 Mar 7.,Bundschuh R,Eur Phys J E Soft Matter,2006,2006/03/08,,,10.1140/epje/i2005-10061-3,0
16211483,residue specific ribose and nucleobase dynamics of the cuucgg rna tetraloop motif by mnmr 13c relaxation,"Duchardt E, Schwalbe H.",J Biomol NMR. 2005 Aug;32(4):295-308. doi: 10.1007/s10858-005-0659-x.,Duchardt E,J Biomol NMR,2005,2005/10/08,,,10.1007/s10858-005-0659-x,0
14747307,diffusion and electrophoretic mobility of single-stranded rna from molecular dynamics simulations,"Yeh IC, Hummer G.",Biophys J. 2004 Feb;86(2):681-9. doi: 10.1016/S0006-3495(04)74147-8.,Yeh IC,Biophys J,2004,2004/01/30,PMC1303919,,10.1016/S0006-3495(04)74147-8,0
14651633,the distribution of rna polymerase in escherichia coli is dynamic and sensitive to environmental cues,"Cabrera JE, Jin DJ.",Mol Microbiol. 2003 Dec;50(5):1493-505. doi: 10.1046/j.1365-2958.2003.03805.x.,Cabrera JE,Mol Microbiol,2003,2003/12/04,,,10.1046/j.1365-2958.2003.03805.x,0
34714308,conformational dynamics and energetics of viral rna recognition by lab-evolved proteins,"Kumar A, Vashisth H.",Phys Chem Chem Phys. 2021 Nov 10;23(43):24773-24779. doi: 10.1039/d1cp03822b.,Kumar A,Phys Chem Chem Phys,2021,2021/10/29,PMC8579469,,10.1039/d1cp03822b,0
30935423,seasonal dynamics of dna and rna viral bioaerosol communities in a daycare center,"Prussin AJ 2nd, Torres PJ, Shimashita J, Head SR, Bibby KJ, Kelley ST, Marr LC.",Microbiome. 2019 Apr 1;7(1):53. doi: 10.1186/s40168-019-0672-z.,Prussin AJ 2nd,Microbiome,2019,2019/04/03,PMC6444849,,10.1186/s40168-019-0672-z,0
30535889,oligomeric transition and dynamics of rna binding by the hur rrm1 domain in solution,"Lixa C, Mujo A, de Magalhães MTQ, Almeida FCL, Lima LMTR, Pinheiro AS.",J Biomol NMR. 2018 Dec;72(3-4):179-192. doi: 10.1007/s10858-018-0217-y. Epub 2018 Dec 8.,Lixa C,J Biomol NMR,2018,2018/12/12,,,10.1007/s10858-018-0217-y,0
30311405,the dynamic rna modification 5-methylcytosine and its emerging role as an epitranscriptomic mark,"Trixl L, Lusser A.",Wiley Interdiscip Rev RNA. 2019 Jan;10(1):e1510. doi: 10.1002/wrna.1510. Epub 2018 Oct 11.,Trixl L,Wiley Interdiscip Rev RNA,2019,2018/10/13,PMC6492194,,10.1002/wrna.1510,0
30033145,single-cell rna sequencing: a new window into cell scale dynamics,"Dasgupta S, Bader GD, Goyal S.",Biophys J. 2018 Aug 7;115(3):429-435. doi: 10.1016/j.bpj.2018.07.003. Epub 2018 Jul 11.,Dasgupta S,Biophys J,2018,2018/07/24,PMC6084636,,10.1016/j.bpj.2018.07.003,0
29986076,modulation of the hiv nucleocapsid dynamics finely tunes its rna-binding properties during virion genesis,"Mouhand A, Belfetmi A, Catala M, Larue V, Zargarian L, Brachet F, Gorelick RJ, Van Heijenoort C, Mirambeau G, Barraud P, Mauffret O, Tisné C.",Nucleic Acids Res. 2018 Oct 12;46(18):9699-9710. doi: 10.1093/nar/gky612.,Mouhand A,Nucleic Acids Res,2018,2018/07/10,PMC6182130,,10.1093/nar/gky612,0
