PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
31016185,feature selection for longitudinal data by using sign averages to summarize gene expression values over time,"Tian S, Wang C.",Biomed Res Int. 2019 Mar 19;2019:1724898. doi: 10.1155/2019/1724898. eCollection 2019.,Tian S,Biomed Res Int,2019,2019/04/25,PMC6444255,,10.1155/2019/1724898,1
20440302,dynamic regulation of alternative splicing and chromatin structure in drosophila gonads revealed by rna-seq,"Gan Q, Chepelev I, Wei G, Tarayrah L, Cui K, Zhao K, Chen X.",Cell Res. 2010 Jul;20(7):763-83. doi: 10.1038/cr.2010.64. Epub 2010 May 4.,Gan Q,Cell Res,2010,2010/05/05,PMC2919574,NIHMS222587,10.1038/cr.2010.64,0
18065427,timeclust: a clustering tool for gene expression time series,"Magni P, Ferrazzi F, Sacchi L, Bellazzi R.",Bioinformatics. 2008 Feb 1;24(3):430-2. doi: 10.1093/bioinformatics/btm605. Epub 2007 Dec 6.,Magni P,Bioinformatics,2008,2007/12/11,,,10.1093/bioinformatics/btm605,1
23525495,ph-dependent dynamics of complex rna macromolecules,"Goh GB, Knight JL, Brooks CL 3rd.",J Chem Theory Comput. 2013 Feb 12;9(2):935-943. doi: 10.1021/ct300942z. Epub 2013 Jan 3.,Goh GB,J Chem Theory Comput,2013,2013/03/26,PMC3601751,NIHMS433459,10.1021/ct300942z,0
25906686,spatiotemporal modelling of hormonal crosstalk explains the level and patterning of hormones and gene expression in arabidopsis thaliana wild-type and mutant roots,"Moore S, Zhang X, Mudge A, Rowe JH, Topping JF, Liu J, Lindsey K.",New Phytol. 2015 Sep;207(4):1110-22. doi: 10.1111/nph.13421. Epub 2015 Apr 23.,Moore S,New Phytol,2015,2015/04/25,PMC4539600,,10.1111/nph.13421,1
26722970,predicting rna duplex dimerization free-energy changes upon mutations using molecular dynamics simulations,"Sakuraba S, Asai K, Kameda T.",J Phys Chem Lett. 2015 Nov 5;6(21):4348-51. doi: 10.1021/acs.jpclett.5b01984. Epub 2015 Oct 20.,Sakuraba S,J Phys Chem Lett,2015,2016/01/02,,,10.1021/acs.jpclett.5b01984,0
15201067,"temporal profile of beta follicle-stimulating hormone, beta luteinizing hormone, and growth hormone gene expression in the protandrous hermaphrodite, gilthead seabream, sparus aurata","Meiri I, Knibb WR, Zohar Y, Elizur A.",Gen Comp Endocrinol. 2004 Jul;137(3):288-99. doi: 10.1016/j.ygcen.2004.04.002.,Meiri I,Gen Comp Endocrinol,2004,2004/06/18,,,10.1016/j.ygcen.2004.04.002,0
32903255,tempora: cell trajectory inference using time-series single-cell rna sequencing data,"Tran TN, Bader GD.",PLoS Comput Biol. 2020 Sep 9;16(9):e1008205. doi: 10.1371/journal.pcbi.1008205. eCollection 2020 Sep.,Tran TN,PLoS Comput Biol,2020,2020/09/09,PMC7505465,,10.1371/journal.pcbi.1008205,1
17660402,temporal analysis of candida albicans gene expression during biofilm development,"Yeater KM, Chandra J, Cheng G, Mukherjee PK, Zhao X, Rodriguez-Zas SL, Kwast KE, Ghannoum MA, Hoyer LL.",Microbiology (Reading). 2007 Aug;153(Pt 8):2373-2385. doi: 10.1099/mic.0.2007/006163-0.,Yeater KM,Microbiology (Reading),2007,2007/07/31,,,10.1099/mic.0.2007/006163-0,1
19013256,editorial overview: exploring the vast dynamic range of rna dynamics,"Bevilacqua PC, Russell R.",Curr Opin Chem Biol. 2008 Dec;12(6):601-3. doi: 10.1016/j.cbpa.2008.10.006. Epub 2008 Nov 12.,Bevilacqua PC,Curr Opin Chem Biol,2008,2008/11/18,PMC2645508,NIHMS87049,10.1016/j.cbpa.2008.10.006,0
21269499,"gene expression in the rat brain: high similarity but unique differences between frontomedial-, temporal- and occipital cortex","Stansberg C, Ersland KM, van der Valk P, Steen VM.",BMC Neurosci. 2011 Jan 26;12:15. doi: 10.1186/1471-2202-12-15.,Stansberg C,BMC Neurosci,2011,2011/01/29,PMC3040714,,10.1186/1471-2202-12-15,0
18055582,longitudinal effect following initiation of highly active antiretroviral therapy on plasma and cervico-vaginal hiv-1 rna among women in burkina faso,"Nagot N, Ouedraogo A, Weiss HA, Konate I, Sanon A, Defer MC, Sawadogo A, Andonaba JB, Vallo R, Becquart P, Segondy M, Mayaud P, Van de Perre P; Yerelon Study Group.",Sex Transm Infect. 2008 Jun;84(3):167-70. doi: 10.1136/sti.2007.027987. Epub 2007 Nov 30.,Nagot N,Sex Transm Infect,2008,2007/12/07,,,10.1136/sti.2007.027987,0
33226978,cortical morphology at birth reflects spatiotemporal patterns of gene expression in the fetal human brain,"Ball G, Seidlitz J, O'Muircheartaigh J, Dimitrova R, Fenchel D, Makropoulos A, Christiaens D, Schuh A, Passerat-Palmbach J, Hutter J, Cordero-Grande L, Hughes E, Price A, Hajnal JV, Rueckert D, Robinson EC, Edwards AD.",PLoS Biol. 2020 Nov 23;18(11):e3000976. doi: 10.1371/journal.pbio.3000976. eCollection 2020 Nov.,Ball G,PLoS Biol,2020,2020/11/23,PMC7721147,,10.1371/journal.pbio.3000976,1
25268590,tracking difference in gene expression in a time-course experiment using gene set enrichment analysis,"Wong PS, Tanaka M, Sunaga Y, Tanaka M, Taniguchi T, Yoshino T, Tanaka T, Fujibuchi W, Aburatani S.",PLoS One. 2014 Sep 30;9(9):e107629. doi: 10.1371/journal.pone.0107629. eCollection 2014.,Wong PS,PLoS One,2014,2014/10/01,PMC4182424,,10.1371/journal.pone.0107629,1
30866829,comprehensive analysis of dynamic gene expression and investigation of the roles of hydrogen peroxide during adventitious rooting in poplar,"Zhang Y, Xiao Z, Zhan C, Liu M, Xia W, Wang N.",BMC Plant Biol. 2019 Mar 12;19(1):99. doi: 10.1186/s12870-019-1700-7.,Zhang Y,BMC Plant Biol,2019,2019/03/15,PMC6416884,,10.1186/s12870-019-1700-7,0
29313406,transcriptomic insights into temporal expression pattern of autophagy genes during monocytic and granulocytic differentiation,"Huang Y, Tan P, Wang X, Yi Y, Hu Y, Wang D, Wang F.",Autophagy. 2018;14(3):558-559. doi: 10.1080/15548627.2018.1425060. Epub 2018 Feb 21.,Huang Y,Autophagy,2018,2018/01/10,PMC5915022,,10.1080/15548627.2018.1425060,1
25934349,pcd-ged: protein complex detection considering ppi dynamics based on time series gene expression data,"Lakizadeh A, Jalili S, Marashi SA.",J Theor Biol. 2015 Aug 7;378:31-8. doi: 10.1016/j.jtbi.2015.04.020. Epub 2015 Apr 29.,Lakizadeh A,J Theor Biol,2015,2015/05/03,,,10.1016/j.jtbi.2015.04.020,0
22579040,changes in spatial and temporal gene expression during incompatible interaction between common bean and anthracnose pathogen,"Borges A, Melotto M, Tsai SM, Gomes Caldas DG.",J Plant Physiol. 2012 Aug 15;169(12):1216-20. doi: 10.1016/j.jplph.2012.04.003. Epub 2012 May 9.,Borges A,J Plant Physiol,2012,2012/05/15,,,10.1016/j.jplph.2012.04.003,1
20619007,the global dynamics of rna stability orchestrates responses to cellular activation,Keene JD.,BMC Biol. 2010 Jul 8;8:95. doi: 10.1186/1741-7007-8-95.,Keene JD,BMC Biol,2010,2010/07/13,PMC2900241,,10.1186/1741-7007-8-95,0
23585123,hippocampal gene expression profiling in a rat model of posttraumatic epilepsy reveals temporal upregulation of lipid metabolism-related genes,"Ueda Y, Kitamoto A, Willmore LJ, Kojima T.",Neurochem Res. 2013 Jul;38(7):1399-406. doi: 10.1007/s11064-013-1037-9. Epub 2013 Apr 13.,Ueda Y,Neurochem Res,2013,2013/04/16,,,10.1007/s11064-013-1037-9,0
31424194,rational control of poliovirus rna-dependent rna polymerase fidelity by modulating motif-d loop conformational dynamics,"Shi J, Perryman JM, Yang X, Liu X, Musser DM, Boehr AK, Moustafa IM, Arnold JJ, Cameron CE, Boehr DD.",Biochemistry. 2019 Sep 10;58(36):3735-3743. doi: 10.1021/acs.biochem.9b00497. Epub 2019 Aug 26.,Shi J,Biochemistry,2019,2019/08/20,PMC6767926,NIHMS1052033,10.1021/acs.biochem.9b00497,0
25716053,cell dynamics and gene expression control in tissue homeostasis and development,"Rué P, Martinez Arias A.",Mol Syst Biol. 2015 Feb 25;11(1):792. doi: 10.15252/msb.20145549.,Rué P,Mol Syst Biol,2015,2015/02/27,PMC4358661,,10.15252/msb.20145549,0
30755676,elastic net-based prediction of ifn-β treatment response of patients with multiple sclerosis using time series microarray gene expression profiles,"Fukushima A, Sugimoto M, Hiwa S, Hiroyasu T.",Sci Rep. 2019 Feb 12;9(1):1822. doi: 10.1038/s41598-018-38441-2.,Fukushima A,Sci Rep,2019,2019/02/14,PMC6372673,,10.1038/s41598-018-38441-2,1
27659329,detecting cognizable trends of gene expression in a time series rna-sequencing experiment: a bootstrap approach,"Chatterjee S, Majumder PP, Pandey P.",J Genet. 2016 Sep;95(3):587-93. doi: 10.1007/s12041-016-0681-7.,Chatterjee S,J Genet,2016,2016/09/24,,,10.1007/s12041-016-0681-7,1
23150041,gene expression: dynamic omics responses,Burgess DJ.,Nat Rev Genet. 2012 Dec;13(12):828. doi: 10.1038/nrg3370. Epub 2012 Nov 14.,Burgess DJ,Nat Rev Genet,2012,2012/11/15,,,10.1038/nrg3370,1
32449723,monitoring protein-rna interaction dynamics in vivo at high temporal resolution using χcrac,"McKellar SW, Ivanova I, van Nues RW, Cordiner RA, Worboys W, Langford A, Jensen TH, Granneman S.",J Vis Exp. 2020 May 9;(159). doi: 10.3791/61027.,McKellar SW,J Vis Exp,2020,2020/05/26,,,10.3791/61027,0
26804917,spatiotemporal control of forkhead binding to dna regulates the meiotic gene expression program,"Alves-Rodrigues I, Ferreira PG, Moldón A, Vivancos AP, Hidalgo E, Guigó R, Ayté J.",Cell Rep. 2016 Feb 2;14(4):885-895. doi: 10.1016/j.celrep.2015.12.074. Epub 2016 Jan 21.,Alves-Rodrigues I,Cell Rep,2016,2016/01/26,,,10.1016/j.celrep.2015.12.074,0
26346000,dynamic model for rna-seq data analysis,"Li L, Xiong M.",Biomed Res Int. 2015;2015:916352. doi: 10.1155/2015/916352. Epub 2015 Aug 4.,Li L,Biomed Res Int,2015,2015/09/09,PMC4539434,,10.1155/2015/916352,0
32100261,rapidly decreased hbv rna predicts responses of pegylated interferons in hbeag-positive patients: a longitudinal cohort study,"Zhang M, Li G, Shang J, Pan C, Zhang M, Yin Z, Xie Q, Peng Y, Mao Q, Xiao X, Jiang Y, Luo K, Xu Y, Ding H, Fan W, Diego V, Pourkarim MR, De Clercq E, Wang G, Gong G.",Hepatol Int. 2020 Mar;14(2):212-224. doi: 10.1007/s12072-020-10015-3. Epub 2020 Feb 25.,Zhang M,Hepatol Int,2020,2020/02/27,PMC7136184,,10.1007/s12072-020-10015-3,0
27565575,statistical inference for time course rna-seq data using a negative binomial mixed-effect model,"Sun X, Dalpiaz D, Wu D, S Liu J, Zhong W, Ma P.",BMC Bioinformatics. 2016 Aug 26;17(1):324. doi: 10.1186/s12859-016-1180-9.,Sun X,BMC Bioinformatics,2016,2016/08/28,PMC5002174,,10.1186/s12859-016-1180-9,1
21746694,how to cluster gene expression dynamics in response to environmental signals,"Wang Y, Xu M, Wang Z, Tao M, Zhu J, Wang L, Li R, Berceli SA, Wu R.",Brief Bioinform. 2012 Mar;13(2):162-74. doi: 10.1093/bib/bbr032. Epub 2011 Jul 10.,Wang Y,Brief Bioinform,2012,2011/07/13,PMC3294239,,10.1093/bib/bbr032,1
19074628,mapping metabolic and transcript temporal switches during germination in rice highlights specific transcription factors and the role of rna instability in the germination process,"Howell KA, Narsai R, Carroll A, Ivanova A, Lohse M, Usadel B, Millar AH, Whelan J.",Plant Physiol. 2009 Feb;149(2):961-80. doi: 10.1104/pp.108.129874. Epub 2008 Dec 12.,Howell KA,Plant Physiol,2009,2008/12/17,PMC2633829,,10.1104/pp.108.129874,0
33343630,gene expression dynamics in rice peduncles at the heading stage,"Kandpal M, Vishwakarma C, Krishnan K, Chinnusamy V, Pareek A, Sharma MK, Sharma R.",Front Genet. 2020 Dec 3;11:584678. doi: 10.3389/fgene.2020.584678. eCollection 2020.,Kandpal M,Front Genet,2020,2020/12/21,PMC7744745,,10.3389/fgene.2020.584678,1
28323070,urbanization and the dynamics of rna viruses in mallards (anas platyrhynchos),"Wille M, Lindqvist K, Muradrasoli S, Olsen B, Järhult JD.",Infect Genet Evol. 2017 Jul;51:89-97. doi: 10.1016/j.meegid.2017.03.019. Epub 2017 Mar 18.,Wille M,Infect Genet Evol,2017,2017/03/22,PMC7106234,,10.1016/j.meegid.2017.03.019,0
18077221,dynamic gene expression of lin-28 during embryonic development in mouse and chicken,"Yokoyama S, Hashimoto M, Shimizu H, Ueno-Kudoh H, Uchibe K, Kimura I, Asahara H.",Gene Expr Patterns. 2008 Feb;8(3):155-60. doi: 10.1016/j.gep.2007.11.001. Epub 2007 Nov 17.,Yokoyama S,Gene Expr Patterns,2008,2007/12/14,PMC2262948,NIHMS41105,10.1016/j.gep.2007.11.001,0
16756314,kinetics of rna refolding in dynamic equilibrium by 1h-detected 15n exchange nmr spectroscopy,"Wenter P, Bodenhausen G, Dittmer J, Pitsch S.",J Am Chem Soc. 2006 Jun 14;128(23):7579-87. doi: 10.1021/ja060344a.,Wenter P,J Am Chem Soc,2006,2006/06/08,,,10.1021/ja060344a,0
30061742,single-cell rna-seq uncovers dynamic processes and critical regulators in mouse spermatogenesis,"Chen Y, Zheng Y, Gao Y, Lin Z, Yang S, Wang T, Wang Q, Xie N, Hua R, Liu M, Sha J, Griswold MD, Li J, Tang F, Tong MH.",Cell Res. 2018 Sep;28(9):879-896. doi: 10.1038/s41422-018-0074-y. Epub 2018 Jul 30.,Chen Y,Cell Res,2018,2018/08/01,PMC6123400,,10.1038/s41422-018-0074-y,0
26350727,specific regional and age-related small noncoding rna expression patterns within superior temporal gyrus of typical human brains are less distinct in autism brains,"Stamova B, Ander BP, Barger N, Sharp FR, Schumann CM.",J Child Neurol. 2015 Dec;30(14):1930-46. doi: 10.1177/0883073815602067. Epub 2015 Sep 8.,Stamova B,J Child Neurol,2015,2015/09/10,PMC4647182,,10.1177/0883073815602067,0
23580182,the dynamic pathway of nuclear rna in eukaryotes,"Sheinberger J, Shav-Tal Y.",Nucleus. 2013 May-Jun;4(3):195-205. doi: 10.4161/nucl.24434. Epub 2013 Apr 11.,Sheinberger J,Nucleus,2013,2013/04/13,PMC3720750,,10.4161/nucl.24434,0
33139759,single-cell rna profiling links ncrnas to spatiotemporal gene expression during c. elegans embryogenesis,"Sun Y, Yu Q, Li L, Mei Z, Zhou B, Liu S, Pan T, Wu L, Lei Y, Liu L, Drmanac R, Ma K, Liu S.",Sci Rep. 2020 Nov 2;10(1):18863. doi: 10.1038/s41598-020-75801-3.,Sun Y,Sci Rep,2020,2020/11/03,PMC7606524,,10.1038/s41598-020-75801-3,1
27830437,"temporal profile of biofilm formation, gene expression and virulence analysis in candida albicans strains","de Barros PP, Rossoni RD, De Camargo Ribeiro F, Junqueira JC, Jorge AO.",Mycopathologia. 2017 Apr;182(3-4):285-295. doi: 10.1007/s11046-016-0088-2. Epub 2016 Nov 9.,de Barros PP,Mycopathologia,2017,2016/11/11,,,10.1007/s11046-016-0088-2,1
28846708,rna sequencing demonstrates large-scale temporal dysregulation of gene expression in stimulated macrophages derived from mhc-defined chicken haplotypes,"Irizarry KJL, Downs E, Bryden R, Clark J, Griggs L, Kopulos R, Boettger CM, Carr TJ Jr, Keeler CL, Collisson E, Drechsler Y.",PLoS One. 2017 Aug 28;12(8):e0179391. doi: 10.1371/journal.pone.0179391. eCollection 2017.,Irizarry KJL,PLoS One,2017,2017/08/29,PMC5573159,,10.1371/journal.pone.0179391,0
22668790,bayesian model-based clustering of temporal gene expression using autoregressive panel data approach,"Nascimento M, Sáfadi T, Fonseca e Silva F, Nascimento AC.",Bioinformatics. 2012 Aug 1;28(15):2004-7. doi: 10.1093/bioinformatics/bts322. Epub 2012 Jun 4.,Nascimento M,Bioinformatics,2012,2012/06/07,,,10.1093/bioinformatics/bts322,1
12967958,statistical significance analysis of longitudinal gene expression data,"Guo X, Qi H, Verfaillie CM, Pan W.",Bioinformatics. 2003 Sep 1;19(13):1628-35. doi: 10.1093/bioinformatics/btg206.,Guo X,Bioinformatics,2003,2003/09/12,,,10.1093/bioinformatics/btg206,1
24287731,gene expression in superior temporal cortex of schizophrenia patients,"Sellmann C, Villarín Pildaín L, Schmitt A, Leonardi-Essmann F, Durrenberger PF, Spanagel R, Arzberger T, Kretzschmar H, Zink M, Gruber O, Herrera-Marschitz M, Reynolds R, Falkai P, Gebicke-Haerter PJ, Matthäus F.",Eur Arch Psychiatry Clin Neurosci. 2014 Jun;264(4):297-309. doi: 10.1007/s00406-013-0473-5. Epub 2013 Nov 28.,Sellmann C,Eur Arch Psychiatry Clin Neurosci,2014,2013/11/30,,,10.1007/s00406-013-0473-5,0
19089316,time course analysis of gene expression over 24 hours in fe-deficient barley roots,"Nagasaka S, Takahashi M, Nakanishi-Itai R, Bashir K, Nakanishi H, Mori S, Nishizawa NK.",Plant Mol Biol. 2009 Mar;69(5):621-31. doi: 10.1007/s11103-008-9443-0. Epub 2008 Dec 16.,Nagasaka S,Plant Mol Biol,2009,2008/12/18,,,10.1007/s11103-008-9443-0,1
18387200,time-course analysis of genome-wide gene expression data from hormone-responsive human breast cancer cells,"Mutarelli M, Cicatiello L, Ferraro L, Grober OM, Ravo M, Facchiano AM, Angelini C, Weisz A.",BMC Bioinformatics. 2008 Mar 26;9 Suppl 2(Suppl 2):S12. doi: 10.1186/1471-2105-9-S2-S12.,Mutarelli M,BMC Bioinformatics,2008,2008/04/18,PMC2323661,,10.1186/1471-2105-9-S2-S12,1
12855598,temporal regulation of gene expression during the expected window of receptivity in the rhesus monkey endometrium,"Okulicz WC, Ace CI.",Biol Reprod. 2003 Nov;69(5):1593-9. doi: 10.1095/biolreprod.103.017525. Epub 2003 Jul 9.,Okulicz WC,Biol Reprod,2003,2003/07/12,,,10.1095/biolreprod.103.017525,0
30744185,"sampling for dus test of flower colors of ranunculus asiaticus l. in view of spatial and temporal changes of flower colorations, anthocyanin contents, and gene expression levels","Liu Y, Lin T, Du L, Wang J, Yang X, Zhang J, Zhang P, Li Y, Shi J, Yang X.",Molecules. 2019 Feb 10;24(3):615. doi: 10.3390/molecules24030615.,Liu Y,Molecules,2019,2019/02/13,PMC6384639,,10.3390/molecules24030615,1
30205399,a time-series analysis of severe burned injury of skin gene expression profiles,"Xu HT, Guo JC, Liu HZ, Jin WW.",Cell Physiol Biochem. 2018;49(4):1492-1498. doi: 10.1159/000493451. Epub 2018 Sep 11.,Xu HT,Cell Physiol Biochem,2018,2018/09/12,,,10.1159/000493451,1
34356042,an i for an a: dynamic regulation of adenosine deamination-mediated rna editing,"Vesely C, Jantsch MF.",Genes (Basel). 2021 Jul 1;12(7):1026. doi: 10.3390/genes12071026.,Vesely C,Genes (Basel),2021,2021/08/06,PMC8304401,,10.3390/genes12071026,0
31914128,dynamic and regulated taf gene expression during mouse embryonic germ cell development,"Gura MA, Mikedis MM, Seymour KA, de Rooij DG, Page DC, Freiman RN.",PLoS Genet. 2020 Jan 8;16(1):e1008515. doi: 10.1371/journal.pgen.1008515. eCollection 2020 Jan.,Gura MA,PLoS Genet,2020,2020/01/09,PMC7010400,,10.1371/journal.pgen.1008515,0
19741282,molecular dynamics study of the rna ring nanostructure: a phenomenon of self-stabilization,"Paliy M, Melnik R, Shapiro BA.",Phys Biol. 2009 Sep 10;6(4):046003. doi: 10.1088/1478-3975/6/4/046003.,Paliy M,Phys Biol,2009,2009/09/11,PMC2790865,NIHMS161468,10.1088/1478-3975/6/4/046003,0
28009047,longitudinal monitoring of gene expression in ultra-low-volume blood samples self-collected at home,"Speake C, Whalen E, Gersuk VH, Chaussabel D, Odegard JM, Greenbaum CJ.",Clin Exp Immunol. 2017 May;188(2):226-233. doi: 10.1111/cei.12916. Epub 2017 Mar 2.,Speake C,Clin Exp Immunol,2017,2016/12/24,PMC5383441,,10.1111/cei.12916,1
17130866,dynamics of single-cell gene expression,"Longo D, Hasty J.",Mol Syst Biol. 2006;2:64. doi: 10.1038/msb4100110. Epub 2006 Nov 28.,Longo D,Mol Syst Biol,2006,2006/11/30,PMC1682029,,10.1038/msb4100110,1
11867088,temporal classification of drosophila segmentation gene expression patterns by the multi-valued neural recognition method,"Aizenberg I, Myasnikova E, Samsonova M, Reinitz J.",Math Biosci. 2002 Mar;176(1):145-59. doi: 10.1016/s0025-5564(01)00104-3.,Aizenberg I,Math Biosci,2002,2002/02/28,,,10.1016/s0025-5564(01)00104-3,1
29723523,the physiological and pathological biophysics of phase separation and gelation of rna binding proteins in amyotrophic lateral sclerosis and fronto-temporal lobar degeneration,"St George-Hyslop P, Lin JQ, Miyashita A, Phillips EC, Qamar S, Randle SJ, Wang G.",Brain Res. 2018 Aug 15;1693(Pt A):11-23. doi: 10.1016/j.brainres.2018.04.036. Epub 2018 Apr 30.,St George-Hyslop P,Brain Res,2018,2018/05/04,PMC6018615,,10.1016/j.brainres.2018.04.036,0
16980695,cluster-based network model for time-course gene expression data,"Inoue LY, Neira M, Nelson C, Gleave M, Etzioni R.",Biostatistics. 2007 Jul;8(3):507-25. doi: 10.1093/biostatistics/kxl026. Epub 2006 Sep 15.,Inoue LY,Biostatistics,2007,2006/09/19,,,10.1093/biostatistics/kxl026,1
30252201,dynamic and reversible rna n(6) -methyladenosine methylation,"Duan HC, Wang Y, Jia G.",Wiley Interdiscip Rev RNA. 2019 Jan;10(1):e1507. doi: 10.1002/wrna.1507. Epub 2018 Sep 25.,Duan HC,Wiley Interdiscip Rev RNA,2019,2018/09/26,,,10.1002/wrna.1507,0
28330743,temporal dynamics of immediate early gene expression during cellular consolidation of spatial memory,"Barry DN, Commins S.",Behav Brain Res. 2017 Jun 1;327:44-53. doi: 10.1016/j.bbr.2017.03.019. Epub 2017 Mar 19.,Barry DN,Behav Brain Res,2017,2017/03/24,,,10.1016/j.bbr.2017.03.019,1
23103632,gene expression dynamics during diabetic periodontitis,"Andriankaja OM, Galicia J, Dong G, Xiao W, Alawi F, Graves DT.",J Dent Res. 2012 Dec;91(12):1160-5. doi: 10.1177/0022034512465292. Epub 2012 Oct 26.,Andriankaja OM,J Dent Res,2012,2012/10/30,PMC3497909,,10.1177/0022034512465292,1
16250055,temporal correlation of pathology and dna damage with gene expression in a choline-deficient model of rat liver injury,"Powell CL, Kosyk O, Bradford BU, Parker JS, Lobenhofer EK, Denda A, Uematsu F, Nakae D, Rusyn I.",Hepatology. 2005 Nov;42(5):1137-47. doi: 10.1002/hep.20910.,Powell CL,Hepatology,2005,2005/10/27,,,10.1002/hep.20910,1
15528530,dynamics of multiple lin gene expression in sphingomonas paucimobilis b90a in response to different hexachlorocyclohexane isomers,"Suar M, van der Meer JR, Lawlor K, Holliger C, Lal R.",Appl Environ Microbiol. 2004 Nov;70(11):6650-6. doi: 10.1128/AEM.70.11.6650-6656.2004.,Suar M,Appl Environ Microbiol,2004,2004/11/06,PMC525160,,10.1128/AEM.70.11.6650-6656.2004,0
33602389,effect of vitrification on global gene expression dynamics of bovine elongating embryos,"Gutierrez-Castillo E, Ming H, Foster B, Gatenby L, Mak CK, Pinto C, Bondioli K, Jiang Z.",Reprod Fertil Dev. 2021 Mar;33(5):338-348. doi: 10.1071/RD20285.,Gutierrez-Castillo E,Reprod Fertil Dev,2021,2021/02/19,PMC8049512,NIHMS1690074,10.1071/RD20285,0
34412594,searchlight: automated bulk rna-seq exploration and visualisation using dynamically generated r scripts,"Cole JJ, Faydaci BA, McGuinness D, Shaw R, Maciewicz RA, Robertson NA, Goodyear CS.",BMC Bioinformatics. 2021 Aug 19;22(1):411. doi: 10.1186/s12859-021-04321-2.,Cole JJ,BMC Bioinformatics,2021,2021/08/20,PMC8375142,,10.1186/s12859-021-04321-2,0
34295011,bayesian modeling of factorial time-course data with applications to a bone aging gene expression study,"Wu J, Gupta M, Hussein AI, Gerstenfeld L.",J Appl Stat. 2021;48(10):1730-1754. doi: 10.1080/02664763.2020.1772733. Epub 2020 Jun 1.,Wu J,J Appl Stat,2021,2021/07/23,PMC8291340,NIHMS1617680,10.1080/02664763.2020.1772733,1
29337990,clustering gene expression time series data using an infinite gaussian process mixture model,"McDowell IC, Manandhar D, Vockley CM, Schmid AK, Reddy TE, Engelhardt BE.",PLoS Comput Biol. 2018 Jan 16;14(1):e1005896. doi: 10.1371/journal.pcbi.1005896. eCollection 2018 Jan.,McDowell IC,PLoS Comput Biol,2018,2018/01/17,PMC5786324,,10.1371/journal.pcbi.1005896,1
30846445,single cell transcriptomics reveals spatial and temporal dynamics of gene expression in the developing mouse spinal cord,"Delile J, Rayon T, Melchionda M, Edwards A, Briscoe J, Sagner A.",Development. 2019 Mar 27;146(12):dev173807. doi: 10.1242/dev.173807.,Delile J,Development,2019,2019/03/09,PMC6602353,,10.1242/dev.173807,0
27213271,a dynamic 3d graphical representation for rna structure analysis and its application in non-coding rna classification,"Zhang Y, Huang H, Dong X, Fang Y, Wang K, Zhu L, Wang K, Huang T, Yang J.",PLoS One. 2016 May 23;11(5):e0152238. doi: 10.1371/journal.pone.0152238. eCollection 2016.,Zhang Y,PLoS One,2016,2016/05/24,PMC4877074,,10.1371/journal.pone.0152238,0
11559036,temporal gene expression analysis of monolayer cultured rat hepatocytes,"Baker TK, Carfagna MA, Gao H, Dow ER, Li Q, Searfoss GH, Ryan TP.",Chem Res Toxicol. 2001 Sep;14(9):1218-31. doi: 10.1021/tx015518a.,Baker TK,Chem Res Toxicol,2001,2001/09/18,,,10.1021/tx015518a,1
12488510,insights into dahl salt-sensitive hypertension revealed by temporal patterns of renal medullary gene expression,"Liang M, Yuan B, Rute E, Greene AS, Olivier M, Cowley AW Jr.",Physiol Genomics. 2003 Feb 6;12(3):229-37. doi: 10.1152/physiolgenomics.00089.2002.,Liang M,Physiol Genomics,2003,2002/12/19,,,10.1152/physiolgenomics.00089.2002,1
33272935,gene expression imputation and cell-type deconvolution in human brain with spatiotemporal precision and its implications for brain-related disorders,"Pei G, Wang YY, Simon LM, Dai Y, Zhao Z, Jia P.",Genome Res. 2021 Jan;31(1):146-158. doi: 10.1101/gr.265769.120. Epub 2020 Dec 3.,Pei G,Genome Res,2021,2020/12/04,PMC7849392,,10.1101/gr.265769.120,1
18191345,dynamic covariation between gene expression and genome characteristics,"Kivioja T, Tiirikka T, Siermala M, Vihinen M.",Gene. 2008 Feb 29;410(1):53-66. doi: 10.1016/j.gene.2007.11.018. Epub 2007 Dec 8.,Kivioja T,Gene,2008,2008/01/15,,,10.1016/j.gene.2007.11.018,0
26786896,analysis of spatial-temporal gene expression patterns reveals dynamics and regionalization in developing mouse brain,"Chou SJ, Wang C, Sintupisut N, Niou ZX, Lin CH, Li KC, Yeang CH.",Sci Rep. 2016 Jan 20;6:19274. doi: 10.1038/srep19274.,Chou SJ,Sci Rep,2016,2016/01/21,PMC4726224,,10.1038/srep19274,1
29375398,dynamic changes in chemosensory gene expression during the dendrolimus punctatus mating process,"Zhang SF, Zhang Z, Kong XB, Wang HB, Liu F.",Front Physiol. 2018 Jan 10;8:1127. doi: 10.3389/fphys.2017.01127. eCollection 2017.,Zhang SF,Front Physiol,2018,2018/01/30,PMC5767605,,10.3389/fphys.2017.01127,0
25140437,rna-based regulation: dynamics and response to perturbations of competing rnas,"Figliuzzi M, De Martino A, Marinari E.",Biophys J. 2014 Aug 19;107(4):1011-22. doi: 10.1016/j.bpj.2014.06.035.,Figliuzzi M,Biophys J,2014,2014/08/21,PMC4142244,,10.1016/j.bpj.2014.06.035,0
